Date,Price
2017-09-01,4808.17
2017-09-02,4682.16
2017-09-03,4553.45
2017-09-04,4299.82
2017-09-05,4234.99
2017-09-06,4527.25
2017-09-07,4585.20
2017-09-08,4371.25
2017-09-09,4279.90
2017-09-10,4145.59
2017-09-11,4212.89
2017-09-12,4232.45
2017-09-13,3897.81
2017-09-14,3535.91
2017-09-15,3370.47
2017-09-16,3666.34
2017-09-17,3624.21
2017-09-18,3951.07
2017-09-19,3953.45
2017-09-20,3931.92
2017-09-21,3742.81
2017-09-22,3616.21
2017-09-23,3715.13
2017-09-24,3688.85
2017-09-25,3847.35
2017-09-26,3916.37
2017-09-27,4063.17
2017-09-28,4187.55
2017-09-29,4128.66
2017-09-30,4278.30
2017-10-01,4281.00
2017-10-02,4394.01
2017-10-03,4295.10
2017-10-04,4233.86
2017-10-05,4265.13
2017-10-06,4363.30
2017-10-07,4373.29
2017-10-08,4511.21
2017-10-09,4679.26
2017-10-10,4807.87
2017-10-11,4789.38
2017-10-12,5149.57
2017-10-13,5600.53
2017-10-14,5680.62
2017-10-15,5584.71
2017-10-16,5681.03
2017-10-17,5605.05
2017-10-18,5361.20
2017-10-19,5654.06
2017-10-20,5891.45
2017-10-21,6050.01
2017-10-22,5877.68
2017-10-23,5839.56
2017-10-24,5643.65
2017-10-25,5536.47
2017-10-26,5860.00
2017-10-27,5797.46
2017-10-28,5736.04
2017-10-29,5990.19
2017-10-30,6124.20
2017-10-31,6284.18
2017-11-01,6546.62
2017-11-02,6976.49
2017-11-03,7252.44
2017-11-04,7253.20
2017-11-05,7445.08
2017-11-06,7169.77
2017-11-07,7102.55
2017-11-08,7435.31
2017-11-09,7229.10
2017-11-10,6811.55
2017-11-11,6478.10
2017-11-12,6044.87
2017-11-13,6395.47
2017-11-14,6586.15
2017-11-15,7064.13
2017-11-16,7562.03
2017-11-17,7797.30
2017-11-18,7679.33
2017-11-19,7863.96
2017-11-20,8113.74
2017-11-21,8096.38
2017-11-22,8196.45
2017-11-23,8147.26
2017-11-24,8154.14
2017-11-25,8407.83
2017-11-26,9027.86
2017-11-27,9527.86
2017-11-28,9852.65
2017-11-29,10377.66
2017-11-30,9715.31
2017-12-01,10287.37
2017-12-02,10927.84
2017-12-03,11249.50
2017-12-04,11314.70
2017-12-05,11652.18
2017-12-06,12664.26
2017-12-07,14840.19
2017-12-08,15285.20
2017-12-09,14402.98
2017-12-10,14233.61
2017-12-11,16293.32
2017-12-12,16854.87
2017-12-13,16434.93
2017-12-14,16351.30
2017-12-15,17335.00
2017-12-16,18430.69
2017-12-17,19110.24
2017-12-18,18634.42
2017-12-19,17986.05
2017-12-20,16724.84
2017-12-21,16033.61
2017-12-22,13441.46
2017-12-23,14785.39
2017-12-24,13525.02
2017-12-25,13951.90
2017-12-26,15342.51
2017-12-27,15460.55
2017-12-28,14158.69
2017-12-29,14492.22
2017-12-30,13148.96
2017-12-31,13342.58
2018-01-01,13373.48
2018-01-02,14057.88
2018-01-03,14960.44
2018-01-04,14806.72
2018-01-05,15982.35
2018-01-06,16670.80
2018-01-07,16397.33
2018-01-08,15103.89
2018-01-09,14703.62
2018-01-10,14135.53
2018-01-11,13593.74
2018-01-12,13652.81
2018-01-13,14233.65
2018-01-14,13544.44
2018-01-15,13875.59
2018-01-16,11800.13
2018-01-17,10474.08
2018-01-18,11537.72
2018-01-19,11499.77
2018-01-20,12486.57
2018-01-21,11826.96
2018-01-22,10899.45
2018-01-23,10687.97
2018-01-24,11061.00
2018-01-25,11301.56
2018-01-26,10880.53
2018-01-27,11287.97
2018-01-28,11704.54
2018-01-29,11284.76
2018-01-30,10395.94
2018-01-31,9944.16
2018-02-01,9222.28
2018-02-02,8409.31
2018-02-03,8928.31
2018-02-04,8477.23
2018-02-05,7352.34
2018-02-06,6870.00
2018-02-07,7986.14
2018-02-08,8228.03
2018-02-09,8254.92
2018-02-10,8662.42
2018-02-11,8145.40
2018-02-12,8662.80
2018-02-13,8588.47
2018-02-14,9092.78
2018-02-15,9831.31
2018-02-16,10023.95
2018-02-17,10703.13
2018-02-18,10708.96
2018-02-19,10924.92
2018-02-20,11470.15
2018-02-21,10789.44
2018-02-22,10198.18
2018-02-23,10021.35
2018-02-24,9862.46
2018-02-25,9546.58
2018-02-26,10045.70
2018-02-27,10576.64
2018-02-28,10624.38
2018-03-01,10727.27
2018-03-02,10980.30
2018-03-03,11332.93
2018-03-04,11279.98
2018-03-05,11540.35
2018-03-06,10961.27
2018-03-07,10112.37
2018-03-08,9651.27
2018-03-09,8860.15
2018-03-10,9168.21
2018-03-11,9127.44
2018-03-12,9338.34
2018-03-13,9153.00
2018-03-14,8598.49
2018-03-15,8082.12
2018-03-16,8317.01
2018-03-17,8075.09
2018-03-18,7689.81
2018-03-19,8375.31
2018-03-20,8658.32
2018-03-21,8974.03
2018-03-22,8732.68
2018-03-23,8518.99
2018-03-24,8817.49
2018-03-25,8520.53
2018-03-26,8209.07
2018-03-27,7952.07
2018-03-28,7927.59
2018-03-29,7406.91
2018-03-30,6857.28
2018-03-31,7023.23
2018-04-01,6711.19
2018-04-02,6984.65
2018-04-03,7335.19
2018-04-04,7031.67
2018-04-05,6747.86
2018-04-06,6639.74
2018-04-07,6896.34
2018-04-08,7003.12
2018-04-09,6839.42
2018-04-10,6786.64
2018-04-11,6894.96
2018-04-12,7548.02
2018-04-13,8031.32
2018-04-14,8022.03
2018-04-15,8255.42
2018-04-16,8097.65
2018-04-17,8026.39
2018-04-18,8076.69
2018-04-19,8210.26
2018-04-20,8485.12
2018-04-21,8799.39
2018-04-22,8889.90
2018-04-23,8890.30
2018-04-24,9320.97
2018-04-25,9178.50
2018-04-26,8881.37
2018-04-27,9199.12
2018-04-28,9238.00
2018-04-29,9354.93
2018-04-30,9272.98
2018-05-01,8982.20
2018-05-02,9110.40
2018-05-03,9420.41
2018-05-04,9652.80
2018-05-05,9827.54
2018-05-06,9582.40
2018-05-07,9327.80
2018-05-08,9232.13
2018-05-09,9174.72
2018-05-10,9234.64
2018-05-11,8697.05
2018-05-12,8409.41
2018-05-13,8569.27
2018-05-14,8595.89
2018-05-15,8637.63
2018-05-16,8268.96
2018-05-17,8258.85
2018-05-18,8089.66
2018-05-19,8256.69
2018-05-20,8374.32
2018-05-21,8451.22
2018-05-22,8189.41
2018-05-23,7720.04
2018-05-24,7510.63
2018-05-25,7468.86
2018-05-26,7474.89
2018-05-27,7312.88
2018-05-28,7237.97
2018-05-29,7313.56
2018-05-30,7433.68
2018-05-31,7513.86
2018-06-01,7480.52
2018-06-02,7595.74
2018-06-03,7691.81
2018-06-04,7563.67
2018-06-05,7494.37
2018-06-06,7605.20
2018-06-07,7695.61
2018-06-08,7617.32
2018-06-09,7598.01
2018-06-10,6965.70
2018-06-11,6754.94
2018-06-12,6694.12
2018-06-13,6398.31
2018-06-14,6493.93
2018-06-15,6545.67
2018-06-16,6460.21
2018-06-17,6509.02
2018-06-18,6551.33
2018-06-19,6731.63
2018-06-20,6679.72
2018-06-21,6731.91
2018-06-22,6283.20
2018-06-23,6137.49
2018-06-24,5987.55
2018-06-25,6204.81
2018-06-26,6186.03
2018-06-27,6091.41
2018-06-28,6020.60
2018-06-29,5936.40
2018-06-30,6370.48
2018-07-01,6349.23
2018-07-02,6495.22
2018-07-03,6583.67
2018-07-04,6576.17
2018-07-05,6581.19
2018-07-06,6543.92
2018-07-07,6615.83
2018-07-08,6738.25
2018-07-09,6707.19
2018-07-10,6447.61
2018-07-11,6345.67
2018-07-12,6193.68
2018-07-13,6234.57
2018-07-14,6241.02
2018-07-15,6335.76
2018-07-16,6569.16
2018-07-17,7040.98
2018-07-18,7421.38
2018-07-19,7405.17
2018-07-20,7433.61
2018-07-21,7323.07
2018-07-22,7451.05
2018-07-23,7681.18
2018-07-24,8088.27
2018-07-25,8240.26
2018-07-26,8138.78
2018-07-27,8016.59
2018-07-28,8171.91
2018-07-29,8207.49
2018-07-30,8104.71
2018-07-31,7843.88
2018-08-01,7563.55
2018-08-02,7587.15
2018-08-03,7396.34
2018-08-04,7146.42
2018-08-05,6985.65
2018-08-06,6954.98
2018-08-07,6931.96
2018-08-08,6419.72
2018-08-09,6386.56
2018-08-10,6320.85
2018-08-11,6215.55
2018-08-12,6308.12
2018-08-13,6339.17
2018-08-14,6044.38
2018-08-15,6405.88
2018-08-16,6345.80
2018-08-17,6474.70
2018-08-18,6437.24
2018-08-19,6418.13
2018-08-20,6400.62
2018-08-21,6404.10
2018-08-22,6539.19
2018-08-23,6435.08
2018-08-24,6562.88
2018-08-25,6711.48
2018-08-26,6659.68
2018-08-27,6739.23
2018-08-28,7001.25
2018-08-29,7034.46
2018-08-30,6908.86
2018-08-31,6981.28
2018-09-01,7159.88
2018-09-02,7246.63
2018-09-03,7259.13
2018-09-04,7331.77
2018-09-05,7020.37
2018-09-06,6413.68
2018-09-07,6433.48
2018-09-08,6281.01
2018-09-09,6287.73
2018-09-10,6284.41
2018-09-11,6284.68
2018-09-12,6267.80
2018-09-13,6460.09
2018-09-14,6492.12
2018-09-15,6518.94
2018-09-16,6456.39
2018-09-17,6323.18
2018-09-18,6305.51
2018-09-19,6329.13
2018-09-20,6414.75
2018-09-21,6672.39
2018-09-22,6699.87
2018-09-23,6709.32
2018-09-24,6624.17
2018-09-25,6414.09
2018-09-26,6470.39
2018-09-27,6562.32
2018-09-28,6660.42
2018-09-29,6542.94
2018-09-30,6575.37
2018-10-01,6559.22
2018-10-02,6526.60
2018-10-03,6442.33
2018-10-04,6550.34
2018-10-05,6553.86
2018-10-06,6552.48
2018-10-07,6553.64
2018-10-08,6593.88
2018-10-09,6585.04
2018-10-10,6491.35
2018-10-11,6202.67
2018-10-12,6194.43
2018-10-13,6194.55
2018-10-14,6234.79
2018-10-15,6457.26
2018-10-16,6439.46
2018-10-17,6436.28
2018-10-18,6418.65
2018-10-19,6383.70
2018-10-20,6398.06
2018-10-21,6433.42
2018-10-22,6402.69
2018-10-23,6393.71
2018-10-24,6430.02
2018-10-25,6397.53
2018-10-26,6409.24
2018-10-27,6404.83
2018-10-28,6402.36
2018-10-29,6298.49
2018-10-30,6263.01
2018-10-31,6280.45
2018-11-01,6316.09
2018-11-02,6352.34
2018-11-03,6331.72
2018-11-04,6401.56
2018-11-05,6403.25
2018-11-06,6420.56
2018-11-07,6508.88
2018-11-08,6445.85
2018-11-09,6362.78
2018-11-10,6352.37
2018-11-11,6316.95
2018-11-12,6346.66
2018-11-13,6287.62
2018-11-14,5731.55
2018-11-15,5458.39
2018-11-16,5530.61
2018-11-17,5485.91
2018-11-18,5546.61
2018-11-19,5090.81
2018-11-20,4458.86
2018-11-21,4450.47
2018-11-22,4433.58
2018-11-23,4232.14
2018-11-24,3973.03
2018-11-25,3771.21
2018-11-26,3808.73
2018-11-27,3700.80
2018-11-28,4101.07
2018-11-29,4235.61
2018-11-30,4038.47
2018-12-01,4097.44
2018-12-02,4124.42
2018-12-03,3902.31
2018-12-04,3903.66
2018-12-05,3780.93
2018-12-06,3655.97
2018-12-07,3352.78
2018-12-08,3382.49
2018-12-09,3494.49
2018-12-10,3446.87
2018-12-11,3357.52
2018-12-12,3410.03
2018-12-13,3342.65
2018-12-14,3219.20
2018-12-15,3171.72
2018-12-16,3221.03
2018-12-17,3392.78
2018-12-18,3516.22
2018-12-19,3765.36
2018-12-20,3977.66
2018-12-21,3962.55
2018-12-22,3862.80
2018-12-23,3976.69
2018-12-24,4131.30
2018-12-25,3781.13
2018-12-26,3775.30
2018-12-27,3702.04
2018-12-28,3744.80
2018-12-29,3867.62
2018-12-30,3786.53
2018-12-31,3751.33
2019-01-01,3710.86
2019-01-02,3831.28
2019-01-03,3817.99
2019-01-04,3786.88
2019-01-05,3834.64
2019-01-06,3967.56
2019-01-07,4018.23
2019-01-08,4017.08
2019-01-09,4008.12
2019-01-10,3759.97
2019-01-11,3634.84
2019-01-12,3622.41
2019-01-13,3543.08
2019-01-14,3611.47
2019-01-15,3628.02
2019-01-16,3604.31
2019-01-17,3602.21
2019-01-18,3611.73
2019-01-19,3698.32
2019-01-20,3573.67
2019-01-21,3536.07
2019-01-22,3548.16
2019-01-23,3564.58
2019-01-24,3554.68
2019-01-25,3550.65
2019-01-26,3584.58
2019-01-27,3536.80
2019-01-28,3433.46
2019-01-29,3391.46
2019-01-30,3428.51
2019-01-31,3420.65
2019-02-01,3413.84
2019-02-02,3436.94
2019-02-03,3420.91
2019-02-04,3413.62
2019-02-05,3421.04
2019-02-06,3372.72
2019-02-07,3365.06
2019-02-08,3492.21
2019-02-09,3615.54
2019-02-10,3608.71
2019-02-11,3596.54
2019-02-12,3577.87
2019-02-13,3579.91
2019-02-14,3567.18
2019-02-15,3572.31
2019-02-16,3587.57
2019-02-17,3593.30
2019-02-18,3769.14
2019-02-19,3904.98
2019-02-20,3913.17
2019-02-21,3907.24
2019-02-22,3924.86
2019-02-23,4020.51
2019-02-24,3902.12
2019-02-25,3796.52
2019-02-26,3796.00
2019-02-27,3776.07
2019-02-28,3815.53
2019-03-01,3816.28
2019-03-02,3802.06
2019-03-03,3797.08
2019-03-04,3716.23
2019-03-05,3776.86
2019-03-06,3842.20
2019-03-07,3861.67
2019-03-08,3866.83
2019-03-09,3898.87
2019-03-10,3890.47
2019-03-11,3858.85
2019-03-12,3845.61
2019-03-13,3851.98
2019-03-14,3848.26
2019-03-15,3879.65
2019-03-16,3983.75
2019-03-17,3961.80
2019-03-18,3967.69
2019-03-19,3978.15
2019-03-20,3997.62
2019-03-21,4000.56
2019-03-22,3981.23
2019-03-23,3981.14
2019-03-24,3966.35
2019-03-25,3932.87
2019-03-26,3907.02
2019-03-27,3998.28
2019-03-28,4008.81
2019-03-29,4063.65
2019-03-30,4085.67
2019-03-31,4088.43
2019-04-01,4121.01
2019-04-02,4718.27
2019-04-03,5062.39
2019-04-04,4959.14
2019-04-05,4984.54
2019-04-06,5076.41
2019-04-07,5139.44
2019-04-08,5238.79
2019-04-09,5215.00
2019-04-10,5290.40
2019-04-11,5119.16
2019-04-12,5040.49
2019-04-13,5087.15
2019-04-14,5084.27
2019-04-15,5103.97
2019-04-16,5114.01
2019-04-17,5219.08
2019-04-18,5266.93
2019-04-19,5257.21
2019-04-20,5314.07
2019-04-21,5274.62
2019-04-22,5332.19
2019-04-23,5540.16
2019-04-24,5481.51
2019-04-25,5328.63
2019-04-26,5156.06
2019-04-27,5161.64
2019-04-28,5164.05
2019-04-29,5148.79
2019-04-30,5211.32
2019-05-01,5304.31
2019-05-02,5368.22
2019-05-03,5646.26
2019-05-04,5696.01
2019-05-05,5719.19
2019-05-06,5654.10
2019-05-07,5861.66
2019-05-08,5841.33
2019-05-09,6038.50
2019-05-10,6293.94
2019-05-11,6901.48
2019-05-12,7184.89
2019-05-13,7609.04
2019-05-14,7999.45
2019-05-15,8057.25
2019-05-16,7996.02
2019-05-17,7162.77
2019-05-18,7331.18
2019-05-19,7946.82
2019-05-20,7902.65
2019-05-21,7941.10
2019-05-22,7841.85
2019-05-23,7714.60
2019-05-24,8015.38
2019-05-25,8054.01
2019-05-26,8427.91
2019-05-27,8790.45
2019-05-28,8709.97
2019-05-29,8624.67
2019-05-30,8578.33
2019-05-31,8336.08
2019-06-01,8543.44
2019-06-02,8702.48
2019-06-03,8446.91
2019-06-04,7812.19
2019-06-05,7766.60
2019-06-06,7694.39
2019-06-07,7952.12
2019-06-08,7912.87
2019-06-09,7731.79
2019-06-10,7845.60
2019-06-11,7876.65
2019-06-12,8058.01
2019-06-13,8182.69
2019-06-14,8404.86
2019-06-15,8745.03
2019-06-16,9118.48
2019-06-17,9251.28
2019-06-18,9126.54
2019-06-19,9152.09
2019-06-20,9382.68
2019-06-21,9821.49
2019-06-22,10713.52
2019-06-23,10812.57
2019-06-24,10842.91
2019-06-25,11330.98
2019-06-26,12723.69
2019-06-27,11550.41
2019-06-28,11656.13
2019-06-29,11812.26
2019-06-30,11302.40
2019-07-01,10612.24
2019-07-02,10185.60
2019-07-03,11366.03
2019-07-04,11711.52
2019-07-05,11115.99
2019-07-06,11413.57
2019-07-07,11349.81
2019-07-08,11944.58
2019-07-09,12493.68
2019-07-10,12520.51
2019-07-11,11517.19
2019-07-12,11549.12
2019-07-13,11281.40
2019-07-14,10631.74
2019-07-15,10372.17
2019-07-16,9979.13
2019-07-17,9526.33
2019-07-18,10097.82
2019-07-19,10434.42
2019-07-20,10714.25
2019-07-21,10573.84
2019-07-22,10366.98
2019-07-23,10028.67
2019-07-24,9711.27
2019-07-25,10008.69
2019-07-26,9774.15
2019-07-27,9609.39
2019-07-28,9428.83
2019-07-29,9531.14
2019-07-30,9566.31
2019-07-31,9876.87
2019-08-01,10119.21
2019-08-02,10485.95
2019-08-03,10783.36
2019-08-04,10842.51
2019-08-05,11665.61
2019-08-06,11786.89
2019-08-07,11767.59
2019-08-08,11794.74
2019-08-09,11815.16
2019-08-10,11533.09
2019-08-11,11371.69
2019-08-12,11371.11
2019-08-13,11043.40
2019-08-14,10376.15
2019-08-15,9941.88
2019-08-16,10145.43
2019-08-17,10226.63
2019-08-18,10319.70
2019-08-19,10681.37
2019-08-20,10751.62
2019-08-21,10161.93
2019-08-22,10005.76
2019-08-23,10293.72
2019-08-24,10096.89
2019-08-25,10100.90
2019-08-26,10385.26
2019-08-27,10160.88
2019-08-28,9904.11
2019-08-29,9484.21
2019-08-30,9543.53
2019-08-31,9584.65
2019-09-01,9661.82
2019-09-02,10127.59
2019-09-03,10567.34
2019-09-04,10566.02
2019-09-05,10559.13
2019-09-06,10633.59
2019-09-07,10465.63
2019-09-08,10413.12
2019-09-09,10300.92
2019-09-10,10121.19
2019-09-11,10058.97
2019-09-12,10253.43
2019-09-13,10300.29
2019-09-14,10356.65
2019-09-15,10305.23
2019-09-16,10226.08
2019-09-17,10206.76
2019-09-18,10186.15
2019-09-19,9969.30
2019-09-20,10158.33
2019-09-21,10013.83
2019-09-22,9975.20
2019-09-23,9823.10
2019-09-24,8832.30
2019-09-25,8437.21
2019-09-26,8127.35
2019-09-27,8033.83
2019-09-28,8165.17
2019-09-29,8053.23
2019-09-30,8067.52
2019-10-01,8383.52
2019-10-02,8253.24
2019-10-03,8205.53
2019-10-04,8148.30
2019-10-05,8102.74
2019-10-06,7950.33
2019-10-07,8072.50
2019-10-08,8207.64
2019-10-09,8451.69
2019-10-10,8554.79
2019-10-11,8438.48
2019-10-12,8336.67
2019-10-13,8342.04
2019-10-14,8314.01
2019-10-15,8255.73
2019-10-16,8018.69
2019-10-17,8055.40
2019-10-18,7930.90
2019-10-19,7961.98
2019-10-20,8086.62
2019-10-21,8224.23
2019-10-22,8183.62
2019-10-23,7575.54
2019-10-24,7445.90
2019-10-25,8218.10
2019-10-26,9404.24
2019-10-27,9503.97
2019-10-28,9504.40
2019-10-29,9383.08
2019-10-30,9161.41
2019-10-31,9175.46
2019-11-01,9160.70
2019-11-02,9283.17
2019-11-03,9180.60
2019-11-04,9339.82
2019-11-05,9327.94
2019-11-06,9339.40
2019-11-07,9218.67
2019-11-08,8904.23
2019-11-09,8809.84
2019-11-10,8974.22
2019-11-11,8746.11
2019-11-12,8719.64
2019-11-13,8750.49
2019-11-14,8638.06
2019-11-15,8553.77
2019-11-16,8474.40
2019-11-17,8518.88
2019-11-18,8307.32
2019-11-19,8097.95
2019-11-20,8099.38
2019-11-21,7726.06
2019-11-22,7201.01
2019-11-23,7225.77
2019-11-24,7096.81
2019-11-25,6911.86
2019-11-26,7138.58
2019-11-27,7280.41
2019-11-28,7521.46
2019-11-29,7651.58
2019-11-30,7632.99
2019-12-01,7360.08
2019-12-02,7289.27
2019-12-03,7320.66
2019-12-04,7351.53
2019-12-05,7347.27
2019-12-06,7441.36
2019-12-07,7546.71
2019-12-08,7497.10
2019-12-09,7441.72
2019-12-10,7283.65
2019-12-11,7205.71
2019-12-12,7182.09
2019-12-13,7227.94
2019-12-14,7123.15
2019-12-15,7103.31
2019-12-16,6981.82
2019-12-17,6738.93
2019-12-18,6828.51
2019-12-19,7134.81
2019-12-20,7153.60
2019-12-21,7141.80
2019-12-22,7355.69
2019-12-23,7490.35
2019-12-24,7304.02
2019-12-25,7194.67
2019-12-26,7260.00
2019-12-27,7177.12
2019-12-28,7297.92
2019-12-29,7399.88
2019-12-30,7281.12
2019-12-31,7194.68
2020-01-01,7195.25
2020-01-02,7030.21
2020-01-03,7230.19
2020-01-04,7315.74
2020-01-05,7427.57
2020-01-06,7601.99
2020-01-07,7925.50
2020-01-08,8220.23
2020-01-09,7892.62
2020-01-10,7943.12
2020-01-11,8122.28
2020-01-12,8108.51
2020-01-13,8100.38
2020-01-14,8596.71
2020-01-15,8760.58
2020-01-16,8658.76
2020-01-17,8886.12
2020-01-18,8896.74
2020-01-19,8782.25
2020-01-20,8636.81
2020-01-21,8635.80
2020-01-22,8660.47
2020-01-23,8408.86
2020-01-24,8373.96
2020-01-25,8328.47
2020-01-26,8430.38
2020-01-27,8776.78
2020-01-28,9092.39
2020-01-29,9335.47
2020-01-30,9396.43
2020-01-31,9338.40
2020-02-01,9375.25
2020-02-02,9342.91
2020-02-03,9361.16
2020-02-04,9198.96
2020-02-05,9488.22
2020-02-06,9715.30
2020-02-07,9785.65
2020-02-08,9809.29
2020-02-09,10065.45
2020-02-10,9914.90
2020-02-11,10067.10
2020-02-12,10345.10
2020-02-13,10267.14
2020-02-14,10252.33
2020-02-15,10053.09
2020-02-16,9865.45
2020-02-17,9682.21
2020-02-18,9942.29
2020-02-19,9941.31
2020-02-20,9572.30
2020-02-21,9693.18
2020-02-22,9660.10
2020-02-23,9890.42
2020-02-24,9719.81
2020-02-25,9456.14
2020-02-26,8977.86
2020-02-27,8789.72
2020-02-28,8644.01
2020-02-29,8676.67
2020-03-01,8543.40
2020-03-02,8785.29
2020-03-03,8782.76
2020-03-04,8750.23
2020-03-05,9035.27
2020-03-06,9100.29
2020-03-07,9044.36
2020-03-08,8395.24
2020-03-09,7872.52
2020-03-10,7945.27
2020-03-11,7800.67
2020-03-12,6156.04
2020-03-13,5223.61
2020-03-14,5391.64
2020-03-15,5410.25
2020-03-16,4876.58
2020-03-17,5316.57
2020-03-18,5255.11
2020-03-19,5901.19
2020-03-20,6430.30
2020-03-21,6152.88
2020-03-22,6034.54
2020-03-23,6213.20
2020-03-24,6662.41
2020-03-25,6681.34
2020-03-26,6667.07
2020-03-27,6647.55
2020-03-28,6212.38
2020-03-29,6047.26
2020-03-30,6316.75
2020-03-31,6447.10
2020-04-01,6357.38
2020-04-02,6820.40
2020-04-03,6845.59
2020-04-04,6806.08
2020-04-05,6788.54
2020-04-06,7119.91
2020-04-07,7301.01
2020-04-08,7306.21
2020-04-09,7295.59
2020-04-10,6937.22
2020-04-11,6864.63
2020-04-12,7029.20
2020-04-13,6742.37
2020-04-14,6880.37
2020-04-15,6771.95
2020-04-16,6962.85
2020-04-17,7071.35
2020-04-18,7173.52
2020-04-19,7161.44
2020-04-20,6984.84
2020-04-21,6859.59
2020-04-22,7053.52
2020-04-23,7400.38
2020-04-24,7527.04
2020-04-25,7561.89
2020-04-26,7612.96
2020-04-27,7715.58
2020-04-28,7719.40
2020-04-29,8329.35
2020-04-30,8926.15
2020-05-01,8809.26
2020-05-02,8901.79
2020-05-03,8995.58
2020-05-04,8770.27
2020-05-05,8931.91
2020-05-06,9208.37
2020-05-07,9647.56
2020-05-08,9916.50
2020-05-09,9709.18
2020-05-10,8681.17
2020-05-11,8681.44
2020-05-12,8787.73
2020-05-13,9094.42
2020-05-14,9660.55
2020-05-15,9492.56
2020-05-16,9412.50
2020-05-17,9703.04
2020-05-18,9733.22
2020-05-19,9679.52
2020-05-20,9578.07
2020-05-21,9166.02
2020-05-22,9129.29
2020-05-23,9192.77
2020-05-24,9010.11
2020-05-25,8800.19
2020-05-26,8846.96
2020-05-27,9092.43
2020-05-28,9388.84
2020-05-29,9453.95
2020-05-30,9541.11
2020-05-31,9533.92
2020-06-01,9867.07
2020-06-02,9803.35
2020-06-03,9549.66
2020-06-04,9711.24
2020-06-05,9724.06
2020-06-06,9622.35
2020-06-07,9591.71
2020-06-08,9726.90
2020-06-09,9721.04
2020-06-10,9821.86
2020-06-11,9523.83
2020-06-12,9411.26
2020-06-13,9427.78
2020-06-14,9369.91
2020-06-15,9187.52
2020-06-16,9492.01
2020-06-17,9425.72
2020-06-18,9395.43
2020-06-19,9320.27
2020-06-20,9301.84
2020-06-21,9344.39
2020-06-22,9534.71
2020-06-23,9640.02
2020-06-24,9383.59
2020-06-25,9194.93
2020-06-26,9149.53
2020-06-27,9019.37
2020-06-28,9077.66
2020-06-29,9105.28
2020-06-30,9140.24
2020-07-01,9207.73
2020-07-02,9106.89
2020-07-03,9089.96
2020-07-04,9104.33
2020-07-05,9049.18
2020-07-06,9243.81
2020-07-07,9262.60
2020-07-08,9348.88
2020-07-09,9297.69
2020-07-10,9186.05
2020-07-11,9233.82
2020-07-12,9255.72
2020-07-13,9279.66
2020-07-14,9215.77
2020-07-15,9212.70
2020-07-16,9107.87
2020-07-17,9131.56
2020-07-18,9165.36
2020-07-19,9157.51
2020-07-20,9174.62
2020-07-21,9340.11
2020-07-22,9389.42
2020-07-23,9545.49
2020-07-24,9562.43
2020-07-25,9636.66
2020-07-26,9915.66
2020-07-27,10554.67
2020-07-28,10965.14
2020-07-29,11129.13
2020-07-30,11023.89
2020-07-31,11240.77
2020-08-01,11631.55
2020-08-02,11281.69
2020-08-03,11283.73
2020-08-04,11216.83
2020-08-05,11556.88
2020-08-06,11755.72
2020-08-07,11647.96
2020-08-08,11693.21
2020-08-09,11666.34
2020-08-10,11882.30
2020-08-11,11551.92
2020-08-12,11464.88
2020-08-13,11534.55
2020-08-14,11749.08
2020-08-15,11873.53
2020-08-16,11837.71
2020-08-17,12166.20
2020-08-18,12083.63
2020-08-19,11774.90
2020-08-20,11802.63
2020-08-21,11720.14
2020-08-22,11545.00
2020-08-23,11622.12
2020-08-24,11746.20
2020-08-25,11417.32
2020-08-26,11382.38
2020-08-27,11347.58
2020-08-28,11453.72
2020-08-29,11509.47
2020-08-30,11624.02
2020-08-31,11688.72
2020-09-01,11895.50
2020-09-02,11457.50
2020-09-03,10757.40
2020-09-04,10368.29
2020-09-05,10194.93
2020-09-06,10191.83
2020-09-07,10107.55
2020-09-08,10098.05
2020-09-09,10197.47
2020-09-10,10341.18
2020-09-11,10300.48
2020-09-12,10372.07
2020-09-13,10350.01
2020-09-14,10547.93
2020-09-15,10796.22
2020-09-16,10938.23
2020-09-17,10870.63
2020-09-18,10920.38
2020-09-19,11042.86
2020-09-20,10903.94
2020-09-21,10572.01
2020-09-22,10465.76
2020-09-23,10379.16
2020-09-24,10505.46
2020-09-25,10661.11
2020-09-26,10723.27
2020-09-27,10711.63
2020-09-28,10870.56
2020-09-29,10731.22
2020-09-30,10743.64
2020-10-01,10689.37
2020-10-02,10515.17
2020-10-03,10553.29
2020-10-04,10624.30
2020-10-05,10712.17
2020-10-06,10645.10
2020-10-07,10623.31
2020-10-08,10777.60
2020-10-09,11012.99
2020-10-10,11341.38
2020-10-11,11370.10
2020-10-12,11465.81
2020-10-13,11433.22
2020-10-14,11407.74
2020-10-15,11413.31
2020-10-16,11335.53
2020-10-17,11340.79
2020-10-18,11447.56
2020-10-19,11659.19
2020-10-20,11879.59
2020-10-21,12584.26
2020-10-22,12963.28
2020-10-23,12914.65
2020-10-24,13053.53
2020-10-25,13077.50
2020-10-26,13063.07
2020-10-27,13446.13
2020-10-28,13372.05
2020-10-29,13321.05
2020-10-30,13406.53
2020-10-31,13766.16
2020-11-01,13762.50
2020-11-02,13545.24
2020-11-03,13632.97
2020-11-04,13908.17
2020-11-05,14937.25
2020-11-06,15570.55
2020-11-07,15076.99
2020-11-08,15255.08
2020-11-09,15364.34
